compute,https://cloud.google.com/compute/docs/reference/latest/
dns,https://cloud.google.com/dns/api/v1/
container-engine,https://cloud.google.com/container-engine/reference/rest
storage,https://cloud.google.com/storage/docs/json_api/v1/
transfer,https://cloud.google.com/storage/transfer/reference/rest/
instance-groups,https://cloud.google.com/compute/docs/instance-groups/updater/v1beta1/
access,https://cloud.google.com/compute/docs/access/user-accounts/api/latest/
sql,https://cloud.google.com/sql/docs/admin-api/v1beta4/
datastore,https://cloud.google.com/datastore/reference/rest/
bigquery,https://cloud.google.com/bigquery/docs/reference/v2/
dataproc,https://cloud.google.com/dataproc/reference/rest/
pubsub,https://cloud.google.com/pubsub/reference/rest/
prediction,https://cloud.google.com/prediction/docs/reference/v1.6/
logging,https://cloud.google.com/logging/docs/api/ref_v2beta1/rest/
monitoring,https://cloud.google.com/monitoring/api/ref_v3/rest/
error-reporting,https://cloud.google.com/error-reporting/reference/rest/
trace,https://cloud.google.com/trace/api/reference/rest/
debugger,https://cloud.google.com/debugger/api/reference/rest/
iam,https://cloud.google.com/iam/reference/rest/
deployment-manager,https://cloud.google.com/deployment-manager/latest/
container-builder,https://cloud.google.com/container-builder/docs/api/reference/rest/
resource-manager,https://cloud.google.com/resource-manager/reference/rest/
